ADDRESS,DATE_OF_OFFENSE,TIME_OF_OFFENSE,DATE_OFFENSE_RECORDED,REPORT_YEAR,MONTH,POLICE_DISTRICT,WARD,TYPE_OF_HATE_BIAS,TARGETED_GROUP,TOP_OFFENSE_TYPE,MAR_LATITUDE,MAR_LONGITUDE,YEAR,DAY_OF_WEEK,MONTH_NAME
3300 block of Wheeler Rd SE,2018-08-02 04:00:00+00:00,0752,2018/08/02 04:00:00+00,2018,8,7D,Ward 8,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,38.84142961,-76.9938164,2018,Thursday,August
1200 block of Wisconsin Ave NW,2018-08-06 04:00:00+00:00,0141,2018/08/06 04:00:00+00,2018,8,2D,Ward 2,Race,Black,ADW,38.90560134,-77.06282229,2018,Monday,August
1900 block of 14th St NW,2018-08-09 04:00:00+00:00,0139,2018/08/09 04:00:00+00,2018,8,3D,Ward 2,Race,Black,Simple Assault,38.91592868,-77.0319536,2018,Thursday,August
2500 block of Pennsylvania Ave NW,2018-08-10 04:00:00+00:00,1822,2018/08/10 04:00:00+00,2018,8,2D,Ward 2,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,38.9037188,-77.05354168,2018,Friday,August
2100 block of I St NE,2018-08-10 04:00:00+00:00,0927,2018/08/10 04:00:00+00,2018,8,5D,Ward 5,Gender Identity/Expression,,Threats,38.9032552,-76.97303375,2018,Friday,August
6500 block of Georgia Ave NW,2018-08-11 04:00:00+00:00,0212,2018/08/11 04:00:00+00,2018,8,4D,Ward 4,Sexual Orientation,,Simple Assault,38.96945187,-77.02730886,2018,Saturday,August
1200 block of Valley Ter SE,2018-08-12 04:00:00+00:00,2300,2018/08/13 04:00:00+00,2018,8,7D,Ward 8,Sexual Orientation,,Damage/Defacing/Destruction of Property,38.83730209,-76.99076821,2018,Sunday,August
2000 block of P St NW,2018-08-17 04:00:00+00:00,1353,2018/08/17 04:00:00+00,2018,8,2D,Ward 2,Ethnicity/National Origin,Asian,Simple Assault,38.90964184,-77.0453223,2018,Friday,August
5000 block of Hayes St NE,2018-08-18 04:00:00+00:00,1820,2018/08/18 04:00:00+00,2018,8,6D,Ward 7,Gender Identity/Expression,,Threats,38.89970708,-76.92869726,2018,Saturday,August
6600 block of 31st St NW,2018-08-21 04:00:00+00:00,1815,2018/08/21 04:00:00+00,2018,8,2D,Ward 4,Race,Black,ADW,38.97607208,-77.0557967,2018,Tuesday,August
2300 block of M St NW,2018-08-25 04:00:00+00:00,2030,2018/08/25 04:00:00+00,2018,8,2D,Ward 2,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,38.90526128,-77.05075846,2018,Saturday,August
1700 block of Gales St NE,2018-08-26 04:00:00+00:00,1920,2018/08/26 04:00:00+00,2018,8,5D,Ward 7,Race,Black,Damage/Defacing/Destruction of Property,38.89795794,-76.97878643,2018,Sunday,August
5700 block of Broad Branch Rd NW,2018-08-27 04:00:00+00:00,1549,2018/08/27 04:00:00+00,2018,8,2D,Ward 3/Ward 4,Ethnicity/National Origin,Latino/Hispanic,Threats,38.96626835,-77.06861349,2018,Monday,August
3200 block of Pennsylvania Ave SE,2018-08-27 04:00:00+00:00,1249,2018/08/27 04:00:00+00,2018,8,6D,Ward 7,Race,White,Threats,38.86891865,-76.95947618,2018,Monday,August
1500 block of P St NW,2018-08-28 04:00:00+00:00,0123,2018/08/28 04:00:00+00,2018,8,2D,Ward 2,Sexual Orientation,,Simple Assault,38.90964298,-77.03554023,2018,Tuesday,August
3100 block of Mount Pleasant St NW,2018-08-28 04:00:00+00:00,2217,2018/08/29 04:00:00+00,2018,8,3D,Ward 1,Ethnicity/National Origin,Latino/Hispanic,ADW,38.92932598,-77.03758745,2018,Tuesday,August
1900 block of Martin Luther King Jr Ave SE,2018-08-28 04:00:00+00:00,0610,2018/08/28 04:00:00+00,2018,8,7D,Ward 8,Sexual Orientation,,Damage/Defacing/Destruction of Property,38.86712479,-76.98875828,2018,Tuesday,August
1100 block of 15th St NW,2018-08-29 04:00:00+00:00,1251,2018/08/29 04:00:00+00,2018,8,2D,Ward 2,Political Affiliation,,Threats,38.90469156,-77.03457256,2018,Wednesday,August
5500 block of 9th St NW,2018-08-30 04:00:00+00:00,1614,2018/08/30 04:00:00+00,2018,8,4D,Ward 4,Ethnicity/National Origin,Latino/Hispanic,ADW,38.95681184,-77.02578293,2018,Thursday,August
500 block of Rhode Island Ave NE,2018-08-31 04:00:00+00:00,1821,2018/08/31 04:00:00+00,2018,8,5D,Ward 5,Gender Identity/Expression,,Threats,38.920933,-76.99715701,2018,Friday,August
2300 block of 4th St NE,2018-09-01 04:00:00+00:00,1721,2018/09/01 04:00:00+00,2018,9,5D,Ward 5,Gender Identity/Expression,,Threats to Kidnap or Injure a Person,38.92076133,-77.00056931,2018,Saturday,September
600 block of Florida Ave NW,2018-09-02 04:00:00+00:00,2050,2018/09/02 04:00:00+00,2018,9,3D,Ward 2,Sexual Orientation,,Simple Assault,38.91559392,-77.02031712,2018,Sunday,September
600 block of H St NW,2018-09-04 04:00:00+00:00,2104,2018/09/04 04:00:00+00,2018,9,1D,Ward 2,Sexual Orientation,,Simple Assault,38.89981191,-77.0209122,2018,Tuesday,September
600 block of H St NW,2018-09-04 04:00:00+00:00,1905,2018/09/04 04:00:00+00,2018,9,1D,Ward 2,Sexual Orientation,,Destruction of Property,38.89981191,-77.0209122,2018,Tuesday,September
1200 block of North Capitol St NW,2018-09-07 04:00:00+00:00,1422,2018/09/07 04:00:00+00,2018,9,1D,Ward 5,Gender Identity/Expression,,Affrays,38.90764277,-77.00905302,2018,Friday,September
1300 block of Connecticut Ave NW,2018-09-14 04:00:00+00:00,1847,2018/09/14 04:00:00+00,2018,9,2D,Ward 2,Gender Identity/Expression,,Threats to do Bodily Harm,38.90992743,-77.04360696,2018,Friday,September
2800 block of Alabama Ave SE,2018-09-14 04:00:00+00:00,1200,2018/09/14 04:00:00+00,2018,9,6D,Ward 7,Gender Identity/Expression,,Threats to Kidnap or Injure a Person,38.86031258,-76.96583745,2018,Friday,September
2000 block of New Hampshire Ave NW,2018-09-16 04:00:00+00:00,2126,2018/09/16 04:00:00+00,2018,9,3D,Ward 1,Sexual Orientation,,Aggravated Assault,38.91756882,-77.03600646,2018,Sunday,September
1300 block of V St NW,2018-09-19 04:00:00+00:00,2040,2018/09/19 04:00:00+00,2018,9,3D,Ward 1,Sexual Orientation,,Simple Assault,38.9181127,-77.03078648,2018,Wednesday,September
6700 block of Georgia Ave NW,2018-09-23 04:00:00+00:00,2151,2018/09/23 04:00:00+00,2018,9,4D,Ward 4,Sexual Orientation,,Simple Assault,38.97191325,-77.02707151,2018,Sunday,September
3700 block of Georgia Ave NW,2018-09-25 04:00:00+00:00,0740,2018/09/25 04:00:00+00,2018,9,4D,Ward 4,Sexual Orientation,,Simple Assault,38.93696915,-77.02439858,2018,Tuesday,September
1600 block of S St NW,2018-09-25 04:00:00+00:00,2200,2018/09/26 04:00:00+00,2018,9,3D,Ward 2,Political Affiliation,,Threats to do Bodily Harm,38.91409293,-77.03749421,2018,Tuesday,September
3800 block of Minnesota Ave NE,2018-09-27 04:00:00+00:00,0628,2018/09/27 04:00:00+00,2018,9,6D,Ward 7,Gender Identity/Expression,,Destruction of Property,38.89213808,-76.95136745,2018,Thursday,September
400 block of A St SE,2018-09-27 04:00:00+00:00,1336,2018/09/28 04:00:00+00,2018,9,1D,Ward 6,Race,White,Simple Assault,38.88868073,-77.00004304,2018,Thursday,September
1900 block of Calvert St NW,2018-09-29 04:00:00+00:00,1445,2018/09/29 04:00:00+00,2018,9,3D,Ward 1,Sexual Orientation,,Deface Private/Public Property,38.92323722,-77.0460179,2018,Saturday,September
1100 block of 4th ST SW,2018-09-30 04:00:00+00:00,1830,2018/09/30 04:00:00+00,2018,9,1D,Ward 6,Sexual Orientation,,Simple Assault,38.87786661,-77.01763474,2018,Sunday,September
1900 block of Massachusetts Ave SE,2018-09-30 04:00:00+00:00,1844,2018/09/30 04:00:00+00,2018,9,1D,Ward 7,Sexual Orientation,,Simple Assault,38.88423153,-76.97650532,2018,Sunday,September
1600 block of Connecticut Ave NW,2018-10-02 04:00:00+00:00,0206,2018/10/02 04:00:00+00,2018,10,2D,Ward 2,Gender Identity/Expression,,Simple Assault,38.90992743,-77.04360696,2018,Tuesday,October
1100 block of U St NW,2018-10-05 04:00:00+00:00,1638,2018/10/05 04:00:00+00,2018,10,3D,Ward 1,Sexual Orientation,,Simple Assault,38.91699891,-77.0275601,2018,Friday,October
1800 block of Good Hope Rd SE,2018-10-07 04:00:00+00:00,1550,2018/10/07 04:00:00+00,2018,10,6D,Ward 8,Gender Identity/Expression,,Threats,38.86543068,-76.97808987,2018,Sunday,October
1400 block of Bruce Pl SE,2018-10-10 04:00:00+00:00,0833,2018/10/10 04:00:00+00,2018,10,7D,Ward 8,Sexual Orientation,,Threats,38.84966382,-76.98483968,2018,Wednesday,October
800 block of 5th St NW,2018-10-11 04:00:00+00:00,0630,2018/10/12 04:00:00+00,2018,10,1D,Ward 6,Gender Identity/Expression,,Threats,38.90033609,-77.01892869,2018,Thursday,October
1200 block of G St NW,2018-10-12 04:00:00+00:00,1913,2018/10/12 04:00:00+00,2018,10,2D,Ward 2,Sexual Orientation,,Threats,38.89831393,-77.02884908,2018,Friday,October
1600 block of Kalmia RD NW,2018-10-13 04:00:00+00:00,2245,2018/10/13 04:00:00+00,2018,10,3D,Ward 4,Ethnicity/National Origin,Latino/Hispanic,Robbery,38.98590846,-77.03768113,2018,Saturday,October
3400 block of Hayes St NE,2018-10-13 04:00:00+00:00,1731,2018/10/19 04:00:00+00,2018,10,6D,Ward 7,Race,White,Simple Assault,38.9066616,-76.95281911,2018,Saturday,October
7100 block of Georgia Ave NW,2018-10-14 04:00:00+00:00,1607,2018/10/14 04:00:00+00,2018,10,4D,Ward 4,Gender Identity/Expression,,Robbery,38.97654819,-77.02657864,2018,Sunday,October
4400 block of 14th St NW,2018-10-16 04:00:00+00:00,0334,2018/10/16 04:00:00+00,2018,10,4D,Ward 4,Gender Identity/Expression,,Simple Assault,38.94452858,-77.03272637,2018,Tuesday,October
400 block of New Jersey Ave SE,2018-10-16 04:00:00+00:00,1454,2018/10/16 04:00:00+00,2018,10,1D,Ward 6,Religion,Muslim,Threats,38.88463789,-77.00710157,2018,Tuesday,October
4400 block of Texas Ave SE,2018-10-17 04:00:00+00:00,1725,2018/10/17 04:00:00+00,2018,10,6D,Ward 7,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,38.88413816,-76.94114016,2018,Wednesday,October
3700 block of Newark St NW,2018-10-18 04:00:00+00:00,2024,2018/10/18 04:00:00+00,2018,10,2D,Ward 3,Race,White,Threats,38.93475141,-77.07328988,2018,Thursday,October
3200 block of M St NW,2018-10-18 04:00:00+00:00,1615,2018/10/18 04:00:00+00,2018,10,2D,Ward 2,Gender Identity/Expression,,Threats,38.90515109,-77.0639959,2018,Thursday,October
1300 block of W St SE,2018-10-21 04:00:00+00:00,0150,2018/10/21 04:00:00+00,2018,10,7D,Ward 8,Gender Identity/Expression,,Robbery,38.86445743,-76.98733083,2018,Sunday,October
2100 block of G St NW,2018-10-24 04:00:00+00:00,1600,2018/10/29 04:00:00+00,2018,10,2D,Ward 2,Ethnicity/National Origin,Jewish,Damage/Defacing/Destruction of Property,38.89832314,-77.04774727,2018,Wednesday,October
1700 block of L St NW,2018-10-24 04:00:00+00:00,2245,2018/10/25 04:00:00+00,2018,10,2D,Ward 2,Political Affiliation,,Threats,38.90374105,-77.03926017,2018,Wednesday,October
1400 block of K St NW,2018-10-26 04:00:00+00:00,1445,2018/10/26 04:00:00+00,2018,10,2D,Ward 2,Political Affiliation,,Threats,38.90252277,-77.03279345,2018,Friday,October
1600 block of Columbia Rd NW,2018-10-27 04:00:00+00:00,1220,2018/10/27 04:00:00+00,2018,10,3D,Ward 1,Religion,Hindu,Simple Assault,38.92640639,-77.03671463,2018,Saturday,October
3900 block of Macomb St NW,2018-10-29 04:00:00+00:00,1250,2018/10/29 04:00:00+00,2018,10,2D,Ward 3,Religion,Jewish,Stalking,38.93348864,-77.07841458,2018,Monday,October
2100 block of 14th St NW,2018-10-29 04:00:00+00:00,0039,2018/10/29 04:00:00+00,2018,10,3D,Ward 1,Gender Identity/Expression,,Robbery,38.91864856,-77.03195182,2018,Monday,October
2800 block of Alabama Ave SE,2018-11-02 04:00:00+00:00,1612,2018/11/02 04:00:00+00,2018,11,6D,Ward 7,Sexual Orientation,,ADW,38.86031258,-76.96583745,2018,Friday,November
700 block of 13th St NW,2018-11-06 05:00:00+00:00,0917,2018/11/06 05:00:00+00,2018,11,2D,Ward 2,Ethnicity/National Origin,Latino/Hispanic,Threats to do Bodily Harm,38.89906062,-77.02962222,2018,Tuesday,November
3400 block of 14th St NW,2018-11-07 05:00:00+00:00,1140,2018/11/07 05:00:00+00,2018,11,4D,Ward 1,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,38.93160663,-77.03273555,2018,Wednesday,November
2600 block of Woodley Rd NW,2018-11-07 05:00:00+00:00,1153,2018/11/07 05:00:00+00,2018,11,2D,Ward 3,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,38.92570352,-77.05400541,2018,Wednesday,November
1700 block of U St NW,2018-11-10 05:00:00+00:00,0250,2018/11/10 05:00:00+00,2018,11,3D,Ward 2,Sexual Orientation,,ADW,38.91700401,-77.03984817,2018,Saturday,November
1400 block of Florida Ave NW,2018-11-10 05:00:00+00:00,1200,2018/11/10 05:00:00+00,2018,11,3D,Ward 1,Sexual Orientation,,Deface Private/Public Property,38.91974646,-77.03339224,2018,Saturday,November
1900 block of Q St NW,2018-11-11 05:00:00+00:00,1632,2018/11/11 05:00:00+00,2018,11,2D,Ward 2,Ethnicity/National Origin,Jewish,Deface Private/Public Property,38.91113056,-77.04416137,2018,Sunday,November
1800 block of West Virginia Ave NE,2018-11-13 05:00:00+00:00,1415,2018/11/13 05:00:00+00,2018,11,5D,Ward 5,Gender Identity/Expression,,Assault w/Significant Bodily Injury,38.91088646,-76.9852872,2018,Tuesday,November
1200 block of 28th ST NW,2018-11-16 05:00:00+00:00,2358,2018/11/17 05:00:00+00,2018,11,2D,Ward 2,Ethnicity/National Origin,Middle Eastern,Robbery,38.90565935,-77.05703519,2018,Friday,November
1000 block of 4th St SW,2018-11-16 05:00:00+00:00,1918,2018/11/16 05:00:00+00,2018,11,1D,Ward 6,Political Affiliation,,Destruction of Property,38.87786661,-77.01763474,2018,Friday,November
3000 block of McKInley St NW,2018-11-18 05:00:00+00:00,1809,2018/11/18 05:00:00+00,2018,11,2D,Ward 4,Ethnicity/National Origin,Jewish,Displaying Symbols,38.96490572,-77.0622599,2018,Sunday,November
4200 block of Davenport St NW,2018-11-20 05:00:00+00:00,1157,2018/11/20 05:00:00+00,2018,11,2D,Ward 3,Ethnicity/National Origin,Jewish,Displaying Symbols,38.95210735,-77.08244843,2018,Tuesday,November
1700 block of Columbia Rd NW,2018-11-24 05:00:00+00:00,2019,2018/11/24 05:00:00+00,2018,11,3D,Ward 1,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,38.92465629,-77.03965317,2018,Saturday,November
3600 block of Cumberland St NW,2018-11-28 05:00:00+00:00,1957,2018/11/28 05:00:00+00,2018,11,2D,Ward 3,Race,Black,Simple Assault,38.95141105,-77.07068765,2018,Wednesday,November
1700 block of Euclid St NW,2018-11-29 05:00:00+00:00,1956,2018/11/29 05:00:00+00,2018,11,3D,Ward 1,Race,Black,Destruction of Property,38.92313777,-77.03961023,2018,Thursday,November
800 block of Florida Ave NE,2018-12-11 05:00:00+00:00,1912,2018/12/11 05:00:00+00,2018,12,5D,Ward 6,Religion,Muslim,Stalking,38.90451601,-76.99432777,2018,Tuesday,December
2300 block of K St NW,2018-12-13 05:00:00+00:00,1827,2018/12/13 05:00:00+00,2018,12,2D,Ward 2,Ethnicity/National Origin,Jewish,Displaying Symbols,38.90252596,-77.04997741,2018,Thursday,December
2900 block of 14th St NW,2018-12-14 05:00:00+00:00,2330,2018/12/15 05:00:00+00,2018,12,3D,Ward 1,Gender Identity/Expression,,Threats,38.92704868,-77.03246971,2018,Friday,December
Unit block of Dupont Cir NW,2018-12-16 05:00:00+00:00,0315,2018/12/16 05:00:00+00,2018,12,2D,Ward 2,Ethnicity/National Origin,Middle Eastern,Simple Assault,38.90936484,-77.04414667,2018,Sunday,December
1800 block of M St NW,2018-12-18 05:00:00+00:00,1710,2018/12/18 05:00:00+00,2018,12,2D,Ward 2,Race,Black,Threats,38.90565389,-77.04256765,2018,Tuesday,December
Unit block of Dupont Cir NW,2018-12-19 05:00:00+00:00,1745,2018/12/19 05:00:00+00,2018,12,2D,Ward 2,Religion,Muslim,Simple Assault,38.90936484,-77.04414667,2018,Wednesday,December
1100 block of Spring Rd NW,2018-12-23 05:00:00+00:00,0038,2018/12/23 05:00:00+00,2018,12,4D,Ward 1/Ward 4,Religion,Muslim,Threats,38.93612697,-77.02910856,2018,Sunday,December
1600 block of Kalmia RD NW,2018-12-24 05:00:00+00:00,1325,2018/12/24 05:00:00+00,2018,12,3D,Ward 4,Ethnicity/National Origin,Asian,Simple Assault,38.98590846,-77.03768113,2018,Monday,December
1100 block of 19th St NW,2018-12-27 05:00:00+00:00,1730,2018/12/28 05:00:00+00,2018,12,2D,Ward 2,Gender Identity/Expression,,Threats,38.90470003,-77.04345274,2018,Thursday,December
1800 block of Half St SW,2018-12-30 05:00:00+00:00,0045,2018/12/30 05:00:00+00,2018,12,1D,Ward 6,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,38.86776372,-77.01069322,2018,Sunday,December
1600 block of 17th Pl SE,2018-12-30 05:00:00+00:00,0245,2018/12/30 05:00:00+00,2018,12,6D,Ward 8,Sexual Orientation,,ADW,38.87010703,-76.97989018,2018,Sunday,December
3000 block of K St NW,2019-01-01 05:00:00+00:00,0052,2019/01/03 05:00:00+00,2019,1,2D,Ward 2,Ethnicity/National Origin,Middle Eastern,Simple Assault,38.90259243,-77.05960938,2019,Tuesday,January
1100 block of Owen Pl NE,2019-01-04 05:00:00+00:00,1406,2019/01/04 05:00:00+00,2019,1,5D,Ward 5,Gender Identity/Expression,,Simple Assault,38.90641224,-76.98890508,2019,Friday,January
2200 block of Savannah Ter SE,2019-01-11 05:00:00+00:00,2214,2019/01/10 05:00:00+00,2019,1,7D,Ward 8,Ethnicity/National Origin,Latino/Hispanic,Robbery,38.84973551,-76.9726677,2019,Friday,January
1100 block of Alabama Ave SE,2019-01-13 05:00:00+00:00,1908,2019/01/13 05:00:00+00,2019,1,7D,Ward 8,Sexual Orientation,,Simple Assault,38.84422055,-76.99112653,2019,Sunday,January
900 block of U St NW,2019-01-16 05:00:00+00:00,2052,2019/01/16 05:00:00+00,2019,1,3D,Ward 1,Race,Black,Threats,38.91699641,-77.02463447,2019,Wednesday,January
3300 block of 12th ST NE,2019-01-17 05:00:00+00:00,1044,2019/01/17 05:00:00+00,2019,1,5D,Ward 5,Race,White,Simple Assault,38.93105802,-76.99088219,2019,Thursday,January
1600 block of West Virginia Ave NE,2019-01-27 05:00:00+00:00,2030,2019/01/27 05:00:00+00,2019,1,5D,Ward 5,Sexual Orientation,,Simple Assault,38.90801776,-76.98855445,2019,Sunday,January
3300 block of Sherman Ave NW,2019-01-29 05:00:00+00:00,0613,2019/01/29 05:00:00+00,2019,1,4D,Ward 1,Gender Identity/Expression,,Threats,38.93127137,-77.02660686,2019,Tuesday,January
500 block of Mellon St SE,2019-01-30 05:00:00+00:00,2100,2019/01/30 05:00:00+00,2019,1,7D,Ward 8,Gender Identity/Expression,,ADW,38.84633653,-76.99846297,2019,Wednesday,January
1600 block of Park Rd NW,2019-02-02 05:00:00+00:00,0940,2019/02/02 05:00:00+00,2019,2,3D,Ward 1,Sexual Orientation,,Threats,38.93210899,-77.0376422,2019,Saturday,February
4000 block of Minnesota Ave NE,2019-02-05 05:00:00+00:00,1909,2019/02/05 05:00:00+00,2019,2,6D,Ward 7,Sexual Orientation,,Threats,38.89665588,-76.94764751,2019,Tuesday,February
1400 block of Clifton St NW,2019-02-08 05:00:00+00:00,0048,2019/02/08 05:00:00+00,2019,2,3D,Ward 1,Ethnicity/National Origin,Black/African,Simple Assault,38.92262905,-77.0329932,2019,Friday,February
1800 block of Columbia Rd NW,2019-02-10 05:00:00+00:00,0309,2019/02/10 05:00:00+00,2019,2,3D,Ward 1,Ethnicity/National Origin,Arab/Middle Eastern,Simple Assault,38.9224915,-77.04294961,2019,Sunday,February
3700 block of Georgia Ave NW,2019-02-12 05:00:00+00:00,1739,2019/02/12 05:00:00+00,2019,2,4D,Ward 4,Ethnicity/National Origin,Latino/Hispanic,Simple Assault,38.93696915,-77.02439858,2019,Tuesday,February
2300 block of 18th St NW,2019-02-16 05:00:00+00:00,2341,2019/02/17 05:00:00+00,2019,2,3D,Ward 1,Sexual Orientation,,Simple Assault,38.92012523,-77.04185915,2019,Saturday,February
600 block of H St NE,2019-02-18 05:00:00+00:00,2025,2019/02/20 05:00:00+00,2019,2,1D,Ward 6,Sexual Orientation,,Simple Assault,38.90020336,-76.99730482,2019,Monday,February
1900 block of 9th St NW,2019-02-23 05:00:00+00:00,0326,2019/02/23 05:00:00+00,2019,2,3D,Ward 1,Sexual Orientation,,Threats,38.9162802,-77.02396659,2019,Saturday,February
1500 block of Savannah St SE,2019-02-24 05:00:00+00:00,2025,2019/02/24 05:00:00+00,2019,2,7D,Ward 8,Gender Identity/Expression,,Robbery,38.8446942,-76.9830504,2019,Sunday,February
